,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
5087,grl,Gramella salexigens,,1913577,,,,,,,,,,,Bacteria,FCB group
5088,gfl,Gramella flava,,1229726,,Obligate aerobe,Obligate aerobe,,,,,,,,Bacteria,FCB group
5089,grs,Gramella sp. SH35,,2126553,,,,,,,,,,,Bacteria,FCB group
5090,fjo,Flavobacterium johnsoniae UW101,5515.0,376686,Aerobe,Aerobe,Aerobe,Fresh water-Soil,mesophilic,27.5,optimum,Europe,Environment,Aerobe,Bacteria,FCB group
5091,fjg,Flavobacterium anhuiense,5570.0,459526,,,,,mesophilic,27.5,optimum,Asia,,,Bacteria,FCB group
5092,fps,Flavobacterium psychrophilum JIP02/86,5529.0,402612,Aerobe,Aerobe,Aerobe,Fresh water-Host,psychrophilic,17.5,optimum,North America,Mixed,Aerobe,Bacteria,FCB group
5093,fpc,Flavobacterium psychrophilum CSF259-93,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5094,fpy,Flavobacterium psychrophilum FPG101,5529.0,1452725,,,,,psychrophilic,17.5,optimum,North America,,,Bacteria,FCB group
5095,fpo,Flavobacterium psychrophilum FPG3,5529.0,1452724,,,,,psychrophilic,17.5,optimum,North America,,,Bacteria,FCB group
5096,fpq,Flavobacterium psychrophilum 950106-1/1,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5097,fpv,Flavobacterium psychrophilum V3-5,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5098,fpw,Flavobacterium psychrophilum V4-24,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5099,fpk,Flavobacterium psychrophilum v4-33,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5100,fpsz,Flavobacterium psychrophilum Z2,5529.0,96345,,Aerobe,Aerobe,,psychrophilic,17.5,optimum,North America,,Aerobe,Bacteria,FCB group
5101,fbr,Flavobacterium branchiophilum,5552.0,1034807,,Aerobe,Aerobe,,psychrophilic,20.666666666666668,growth,Asia,,Aerobe,Bacteria,FCB group
5102,fco,Flavobacterium columnare,5551.0,1041826,,Aerobe,Aerobe,,mesophilic,27.5,optimum,North America,,Aerobe,Bacteria,FCB group
5103,fin,Flavobacterium indicum,5563.0,1094466,,Aerobe,Aerobe,,mesophilic,32.333333333333336,growth,Asia,,Aerobe,Bacteria,FCB group
5104,fgl,Flavobacterium gilvum,133319.0,1492737,,,,,mesophilic,28.0,optimum,Asia,,,Bacteria,FCB group
5105,fcm,Flavobacterium commune,,1306519,,,,,,,,,,,Bacteria,FCB group
5106,ffa,Flavobacterium faecale,,1355330,,,,,,,,,,,Bacteria,FCB group
5107,fat,Flavobacterium arcticum,133125.0,1784713,,,,,psychrophilic,25.0,optimum,,,,Bacteria,FCB group
5108,fki,Flavobacterium kingsejongi,,1678728,,,,,,,,,,,Bacteria,FCB group
5109,fpal,Flavobacterium pallidum,,2172098,,,,,,,,,,,Bacteria,FCB group
5110,coc,Capnocytophaga ochracea,5488.0,521097,Facultative,Facultative,Facultative,Human,mesophilic,37.0,growth,,Symbiont,Facultative,Bacteria,FCB group
5111,ccm,Capnocytophaga canimorsus,5493.0,860228,Microaerophilic,Microaerophilic,Microaerophilic,Host,mesophilic,37.0,growth,North America,Symbiont,,Bacteria,FCB group
5112,col,Capnocytophaga sp. oral taxon 323,,1705617,,,,,,,,,,,Bacteria,FCB group
5113,chg,Capnocytophaga haemolytica,5491.0,45243,,,,,mesophilic,37.0,growth,Asia,,,Bacteria,FCB group
5114,capn,Capnocytophaga sp. ChDC OS43,,209053,,,,,,,,,,,Bacteria,FCB group
5115,cgh,Capnocytophaga gingivalis,5487.0,1017,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
5116,clk,Capnocytophaga leadbetteri,5495.0,327575,,Microaerophilic,Microaerophilic,,mesophilic,37.0,growth,Europe,,,Bacteria,FCB group
5117,cspu,Capnocytophaga sputigena,5490.0,1019,,,,,mesophilic,37.0,growth,,,,Bacteria,FCB group
5118,ccyn,Capnocytophaga cynodegmi,5494.0,28189,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
5119,caph,Capnocytophaga sp. H4358,,1945658,,,,,,,,,,,Bacteria,FCB group
5120,csto,Capnocytophaga stomatis,,1848904,,,,,,,,,,,Bacteria,FCB group
5121,capq,Capnocytophaga sp. H2931,,1945657,,,,,,,,,,,Bacteria,FCB group
5122,rbi,Robiginitalea biformata,5636.0,313596,Aerobe,Aerobe,Aerobe,Marine,mesophilic,27.0,optimum,,Environment,Aerobe,Bacteria,FCB group
5123,zpr,Zunongwangia profunda,5731.0,655815,Obligate aerobe,Obligate aerobe,Obligate aerobe,Other,mesophilic,27.5,optimum,Asia,Mixed,,Bacteria,FCB group
5124,cat,Croceibacter atlanticus,135526.0,216432,Aerobe,Aerobe,Aerobe,Marine,psychrophilic,25.0,growth,,Environment,Aerobe,Bacteria,FCB group
5125,ran,Riemerella anatipestifer ATCC 11845 = DSM 15868,5632.0,693978,Microaerophilic,Microaerophilic,Microaerophilic,Host,mesophilic,37.0,growth,North America,Symbiont,,Bacteria,FCB group
5126,rai,Riemerella anatipestifer ATCC 11845 = DSM 15868,5632.0,693978,Microaerophilic,Microaerophilic,Microaerophilic,Host,mesophilic,37.0,growth,North America,Symbiont,,Bacteria,FCB group
5127,rar,Riemerella anatipestifer RA-GD,5632.0,992406,,Microaerophilic,Microaerophilic,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
5128,rag,Riemerella anatipestifer RA-CH-1,5632.0,1228997,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
5129,rae,Riemerella anatipestifer RA-CH-2,5632.0,1271752,,,,,mesophilic,37.0,growth,North America,,,Bacteria,FCB group
5130,rat,Riemerella anatipestifer CH3,5632.0,1354240,,Aerobe,Aerobe,,mesophilic,37.0,growth,North America,,Aerobe,Bacteria,FCB group
5131,fbc,Maribacter sp. HTCC2170,,313603,Aerobe,Aerobe,Aerobe,Fresh water-Marine,,,,,Environment,Aerobe,Bacteria,FCB group
5132,marm,Maribacter sp. 1_2014MBL_MicDiv,,1644130,,,,,,,,,,,Bacteria,FCB group
5133,mart,Maribacter sp. T28,,1836467,,,,,,,,,,,Bacteria,FCB group
5134,marb,Maribacter cobaltidurans,141154.0,1178778,,,,,mesophilic,30.0,optimum,,,,Bacteria,FCB group
5135,mare,Maribacter sp. MJ134,,2496865,,,,,,,,,,,Bacteria,FCB group
5136,cao,Cellulophaga algicola,5500.0,688270,Aerobe,Aerobe,Aerobe,,psychrophilic,22.5,optimum,Australia and Oceania,,Aerobe,Bacteria,FCB group
5137,cly,Cellulophaga lytica DSM 7489,5499.0,867900,Aerobe,Aerobe,Aerobe,Other,mesophilic,26.0,optimum,Middle and South America-North America,Mixed,Aerobe,Bacteria,FCB group
5138,clh,Cellulophaga lytica HI1,5499.0,979,,,,,mesophilic,26.0,optimum,Middle and South America-North America,,,Bacteria,FCB group
5139,cbal,Cellulophaga baltica NN016038,5501.0,1348585,,,,,psychrophilic,25.0,optimum,Europe,,,Bacteria,FCB group
5140,cbat,Cellulophaga baltica 18,5501.0,1348584,,,,,psychrophilic,25.0,optimum,Europe,,,Bacteria,FCB group
5141,wvi,Weeksella virosa,5661.0,865938,Aerobe,Aerobe,Aerobe,Host,mesophilic,32.333333333333336,growth,North America,Symbiont,Aerobe,Bacteria,FCB group
5142,kdi,Dokdonia sp. 4H-3-7-5,,983548,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,FCB group
5143,dok,Dokdonia sp. MED134,,313590,,,,,,,,,,,Bacteria,FCB group
5144,ddo,Dokdonia donghaensis,5505.0,1300343,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5145,dod,Dokdonia sp. Dokd-P16,,2173169,,,,,,,,,,,Bacteria,FCB group
5146,lan,Lacinutrix sp. 5H-3-7-4,,983544,Aerobe,Aerobe,Aerobe,Other,,,,,Mixed,Aerobe,Bacteria,FCB group
5147,lvn,Lacinutrix venerupis,131558.0,1486034,,Aerobe,Aerobe,,,,,Europe,,Aerobe,Bacteria,FCB group
5148,laci,Lacinutrix sp. Bg11-31,,2057808,,,,,,,,,,,Bacteria,FCB group
5149,zga,Zobellia galactanivorans,5665.0,63186,,Aerobe,Aerobe,,mesophilic,32.5,growth,Europe,,Aerobe,Bacteria,FCB group
5150,mrs,Muricauda ruestringensis,5619.0,886377,,Facultative,Facultative,,psychrophilic,25.0,optimum,Europe,,Facultative,Bacteria,FCB group
5151,mlt,Muricauda lutaonensis,133488.0,516051,,,,,mesophilic,41.0,optimum,,,,Bacteria,FCB group
5152,asl,Aequorivita sublithincola,5477.0,746697,,Obligate aerobe,Obligate aerobe,,psychrophilic,25.0,growth,Australia and Oceania,,,Bacteria,FCB group
5153,aev,Aequorivita sp. H23M31,,2494375,,,,,,,,,,,Bacteria,FCB group
5154,orh,Ornithobacterium rhinotracheale DSM 15997,5625.0,867902,,Aerobe,Aerobe,,mesophilic,36.0,growth,Europe,,Aerobe,Bacteria,FCB group
5155,ori,Ornithobacterium rhinotracheale ORT-UMN 88,5625.0,1401325,,,,,mesophilic,36.0,growth,Europe,,,Bacteria,FCB group
5156,ptq,Psychroflexus torquis,,313595,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,FCB group
5157,ndo,Nonlabens dokdonensis,5723.0,592029,,Obligate aerobe,Obligate aerobe,,psychrophilic,25.0,optimum,Asia,,,Bacteria,FCB group
5158,nom,Nonlabens sp. MIC269,,1476901,,,,,,,,,,,Bacteria,FCB group
5159,nsd,Nonlabens sediminis,134174.0,319236,,,,,psychrophilic,17.5,optimum,,,,Bacteria,FCB group
5160,nob,Nonlabens sp. MB-3u-79,,2058134,,,,,,,,,,,Bacteria,FCB group
5161,noj,Nonlabens sp. MJ115,,2496866,,,,,,,,,,,Bacteria,FCB group
5162,pom,Polaribacter sp. MED152,,313598,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,FCB group
5163,pob,Polaribacter vadi,133317.0,1774273,,,,,psychrophilic,25.0,optimum,Asia,,,Bacteria,FCB group
5164,prn,Polaribacter reichenbachii,,996801,,,,,,,,,,,Bacteria,FCB group
5165,pola,Polaribacter sp. BM10,,1529069,,,,,,,,,,,Bacteria,FCB group
5166,poa,Polaribacter sp. ALD11,,2058137,,,,,,,,,,,Bacteria,FCB group
5167,eao,Elizabethkingia anophelis NUHP1,,1338011,,,,,,,,,,,Bacteria,FCB group
5168,emn,Elizabethkingia anophelis FMS-007,,1352940,,,,,,,,,,,Bacteria,FCB group
5169,een,Elizabethkingia anophelis JM-87,,1117645,,,,,,,,,,,Bacteria,FCB group
5170,elb,Elizabethkingia miricola,5507.0,172045,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,FCB group
5171,emg,Elizabethkingia meningoseptica,5506.0,238,,,,,mesophilic,33.5,growth,North America,,,Bacteria,FCB group
5172,ego,Elizabethkingia ursingii,157086.0,1756150,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,FCB group
5173,egm,Elizabethkingia bruuniana,157092.0,1756149,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,FCB group
5174,elz,Elizabethkingia sp. 2-6,,2575699,,,,,,,,,,,Bacteria,FCB group
5175,myr,Myroides sp. A21,,1583100,,Obligate aerobe,Obligate aerobe,,,,,,,,Bacteria,FCB group
5176,mpw,Myroides profundi,5622.0,480520,,,,,psychrophilic,15.0,growth,Asia,,,Bacteria,FCB group
5177,mod,Myroides odoratimimus,138182.0,76832,,,,,mesophilic,33.5,growth,Europe,,,Bacteria,FCB group
5178,myz,Myroides sp. ZB35,,1458492,,,,,,,,,,,Bacteria,FCB group
5179,chz,Chryseobacterium sp. StRB126,,878220,,,,,,,,,,,Bacteria,FCB group
5180,cgn,Chryseobacterium gallinarum,24040.0,1324352,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,FCB group
5181,cih,Chryseobacterium sp. IHB B 17019,,1721091,,,,,,,,,,,Bacteria,FCB group
5182,chh,Chryseobacterium glaciei,,1685010,,,,,,,,,,,Bacteria,FCB group
5183,cio,Chryseobacterium indologenes,5671.0,253,,,,,mesophilic,30.0,growth,,,,Bacteria,FCB group
5184,chry,Chryseobacterium sp. T16E-39,,2015076,,,,,,,,,,,Bacteria,FCB group
5185,cpip,Chryseobacterium piperi,5712.0,558152,,,,,mesophilic,29.0,growth,North America,,,Bacteria,FCB group
5186,ctak,Chryseobacterium taklimakanense,133475.0,536441,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5187,chrs,Chryseobacterium sp. 3008163,,2478663,,,,,,,,,,,Bacteria,FCB group
5188,chrz,Chryseobacterium sp. 6424,,2039166,,,,,,,,,,,Bacteria,FCB group
5189,carh,Chryseobacterium arthrosphaerae,23025.0,651561,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5190,csha,Chryseobacterium shandongense,,1493872,,,,,,,,,,,Bacteria,FCB group
5191,win,Winogradskyella sp. PG-2,,754409,,,,,,,,,,,Bacteria,FCB group
5192,wij,Winogradskyella sp. J14-2,,1936080,,,,,,,,,,,Bacteria,FCB group
5193,sze,Siansivirga zeaxanthinifaciens,,1454006,,,,,,,,,,,Bacteria,FCB group
5194,ahz,Algibacter alginicilyticus,133004.0,1736674,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,FCB group
5195,syi,Sediminicola sp. YIK13,,1453352,,,,,,,,,,,Bacteria,FCB group
5196,tdi,Tenacibaculum dicentrarchi,133642.0,669041,,,,,psychrophilic,23.5,optimum,,,,Bacteria,FCB group
5197,ten,Tenacibaculum sp. LPB0136,,1850252,,,,,,,,,,,Bacteria,FCB group
5198,tje,Tenacibaculum jejuense,,584609,,,,,,,,,,,Bacteria,FCB group
5199,tmar,Tenacibaculum maritimum,5651.0,1349785,,,,,psychrophilic,25.0,growth,Asia,,,Bacteria,FCB group
5200,lut,Lutibacter profundi,132984.0,1622118,,,,,psychrophilic,22.0,growth,,,,Bacteria,FCB group
5201,lul,Lutibacter sp. LPB0138,,1850246,,,,,,,,,,,Bacteria,FCB group
5202,wfu,Wenyingzhuangia fucanilytica,132995.0,1790137,,,,,psychrophilic,25.0,optimum,Asia,,,Bacteria,FCB group
5203,for,Formosa sp. Hel1_33_131,,1336794,,,,,,,,,,,Bacteria,FCB group
5204,foh,Formosa sp. Hel3_A1_48,,1336795,,,,,,,,,,,Bacteria,FCB group
5205,fop,Formosa sp. PS13,,2594004,,,,,,,,,,,Bacteria,FCB group
5206,salt,Salegentibacter sp. T436,,1729720,,,,,,,,,,,Bacteria,FCB group
5207,seon,Seonamhaeicola sp. S2-3,,1936081,,,,,,,,,,,Bacteria,FCB group
5208,aalg,Arenibacter algicola,140390.0,616991,,,,,mesophilic,28.0,growth,Europe,,,Bacteria,FCB group
5209,oll,Olleya sp. Bg11-27,,2058135,,,,,,,,,,,Bacteria,FCB group
5210,oaq,Olleya aquimaris,5727.0,639310,,,,,mesophilic,37.0,optimum,Asia,,,Bacteria,FCB group
5211,fek,Flavivirga eckloniae,140955.0,1803846,,,,,mesophilic,27.5,optimum,Asia,,,Bacteria,FCB group
5212,taj,Tamlana sp. UJ94,,2069432,,,,,,,,,,,Bacteria,FCB group
5213,aue,Aureitalea sp. RR4-38,,2094025,,,,,,,,,,,Bacteria,FCB group
5214,spon,Flagellimonas sp. HME9304,,1383885,,,,,,,,,,,Bacteria,FCB group
5215,kos,Kordia sp. SMS9,,2282170,,,,,,,,,,,Bacteria,FCB group
5216,marf,Mariniflexile sp. TRM1-10,,2027857,,,,,,,,,,,Bacteria,FCB group
5217,aqb,Aquimarina sp. BL5,,1714860,,,,,,,,,,,Bacteria,FCB group
5218,aqa,Aquimarina sp. AD1,,1714848,,,,,,,,,,,Bacteria,FCB group
5219,aqd,Aquimarina sp. AD10,,1714849,,,,,,,,,,,Bacteria,FCB group
5220,emar,Euzebyella marina,133394.0,1761453,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,FCB group
5221,cnr,Cloacibacterium normanense,5504.0,237258,,,,,mesophilic,30.0,optimum,North America,,,Bacteria,FCB group
5222,mur,Muriicola sp. MMS17-SY002,,2507538,,,,,,,,,,,Bacteria,FCB group
5223,psyn,Psychroserpens sp. NJDZ02,,2570561,,,,,,,,,,,Bacteria,FCB group
5224,afla,Antarcticibacterium flavum,,2058175,,,,,,,,,,,Bacteria,FCB group
5225,anp,Antarcticibacterium sp. PAMC 28998,,2585771,,,,,,,,,,,Bacteria,FCB group
5227,fba,Flavobacteriaceae bacterium 3519-10,,531844,,,,,,,,,,,Bacteria,FCB group
5228,fbu,Flavobacteriaceae bacterium UJ101,,1150389,,,,,,,,,,,Bacteria,FCB group
5229,fbe,Flavobacteriaceae bacterium 10Alg115,,2584122,,,,,,,,,,,Bacteria,FCB group
5230,smg,Candidatus Sulcia muelleri GWSS,,444179,,,,Host,,,,,Symbiont,,Bacteria,FCB group
5231,sms,Candidatus Sulcia muelleri SMDSEM,,595499,,,,Host,,,,,Symbiont,,Bacteria,FCB group
5232,smh,Candidatus Sulcia muelleri DMIN,,641892,,,,Host,,,,,Symbiont,,Bacteria,FCB group
5233,sum,Candidatus Sulcia muelleri CARI,,706194,,,,Host,,,,,Symbiont,,Bacteria,FCB group
5234,smv,Candidatus Sulcia muelleri Sulcia-ALF,,1343076,,,,,,,,,,,Bacteria,FCB group
5235,smub,Candidatus Sulcia muelleri BGSS,,336810,,,,,,,,,,,Bacteria,FCB group
5236,smum,Candidatus Sulcia muelleri ML,,336810,,,,,,,,,,,Bacteria,FCB group
5237,smue,Candidatus Sulcia muelleri TETUND,,336810,,,,,,,,,,,Bacteria,FCB group
5238,smup,Candidatus Sulcia muelleri PSPU,,1189303,,,,,,,,,,,Bacteria,FCB group
5239,bbl,Blattabacterium sp. (Blattella germanica) Bge,,331104,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,FCB group
5240,bpi,Blattabacterium sp. BPLAN (Periplaneta americana),,600809,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,FCB group
5241,bmm,Blattabacterium sp. (Mastotermes darwiniensis),,1074889,,,,,,,,,,,Bacteria,FCB group
5242,bcp,Blattabacterium Cpu (Cryptocercus punctulatus),,1075399,,,,,,,,,,,Bacteria,FCB group
5243,bbg,Blattabacterium sp. (Blaberus giganteus),,1186051,,,,,,,,,,,Bacteria,FCB group
5244,bbq,Blattabacterium sp. (Blatta orientalis),,1072467,,Obligate aerobe,Obligate aerobe,,,,,,,,Bacteria,FCB group
5245,blp,Blattabacterium cuenoti,,1229512,,,,,,,,,,,Bacteria,FCB group
5246,blu,Blattabacterium sp. (Nauphoeta cinerea),,1316444,,,,,,,,,,,Bacteria,FCB group
5247,blck,Blattabacterium sp. (Cryptocercus kyebangensis),,298656,,,,,,,,,,,Bacteria,FCB group
5248,fte,Fluviicola taffensis,3249.0,755732,,Aerobe,Aerobe,,psychrophilic,20.0,optimum,Europe,,Aerobe,Bacteria,FCB group
5249,flu,Candidatus Fluviicola riflensis,,1798018,,,,,,,,,,,Bacteria,FCB group
5250,oho,Owenweeksia hongkongensis,3250.0,926562,,Aerobe,Aerobe,,mesophilic,29.0,optimum,Asia,,Aerobe,Bacteria,FCB group
5251,ise,Ichthyobacterium seriolicida,141119.0,242600,,,,,mesophilic,26.0,optimum,Asia,,,Bacteria,FCB group
5252,elv,Candidatus Walczuchella monophlebidarum,,1415657,,,,,,,,,,,Bacteria,FCB group
5253,udi,Candidatus Uzinura diaspidicola,,1133592,,,,,,,,,,,Bacteria,FCB group
5254,bbau,Bacteroidetes bacterium,,1690483,,,,,,,,,,,Bacteria,FCB group
5255,cte,Chlorobaculum tepidum,2395.0,194439,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Fresh water,thermophilic,47.0,growth,Australia and Oceania,Environment,,Bacteria,FCB group
5256,cpc,Chlorobaculum parvum,2397.0,517417,Facultative,Facultative,Facultative,Fresh water,psychrophilic,25.0,growth,,Environment,Facultative,Bacteria,FCB group
5257,clz,Chlorobaculum limnaeum,2396.0,274537,,Anaerobe,Anaerobe,,psychrophilic,25.0,growth,Asia,,Anaerobe,Bacteria,FCB group
5258,cch,Chlorobium chlorochromatii,,340177,Anaerobe,Anaerobe,Anaerobe,Fresh water,,,,,Environment,Anaerobe,Bacteria,FCB group
5259,cph,Chlorobium phaeobacteroides DSM 266,,290317,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,FCB group
5260,cpb,Chlorobium phaeobacteroides BS1,,331678,Facultative,Facultative,Facultative,Marine,,,,,Environment,Facultative,Bacteria,FCB group
5261,cli,Chlorobium limicola,2403.0,290315,Anaerobe,Anaerobe,Anaerobe,Fresh water,psychrophilic,25.0,growth,North America,Environment,Anaerobe,Bacteria,FCB group
5262,pvi,Chlorobium phaeovibrioides,2411.0,290318,Facultative,Facultative,Facultative,Fresh water,psychrophilic,25.0,growth,Europe,Environment,Facultative,Bacteria,FCB group
5263,plt,Chlorobium luteolum,2406.0,319225,Anaerobe,Anaerobe,Anaerobe,Fresh water,psychrophilic,25.0,growth,Europe,Environment,Anaerobe,Bacteria,FCB group
5264,pph,Pelodictyon phaeoclathratiforme,,324925,Anaerobe,Anaerobe,Anaerobe,Fresh water-Marine,,,,,Environment,Anaerobe,Bacteria,FCB group
5265,paa,Prosthecochloris aestuarii,,290512,,,,Fresh water,,,,,Environment,,Bacteria,FCB group
5266,proc,Prosthecochloris sp. CIB 2401,,1868325,,,,,,,,,,,Bacteria,FCB group
5267,prs,Prosthecochloris sp. HL-130-GSB,,1974213,,,,,,,,,,,Bacteria,FCB group
5268,pros,Prosthecochloris sp. GSB1,,281093,,,,,,,,,,,Bacteria,FCB group
5269,cts,Chloroherpeton thalassium,,517418,Facultative,Facultative,Facultative,Fresh water,,,,,Environment,Facultative,Bacteria,FCB group
5270,ial,Ignavibacterium album,17819.0,945713,,Anaerobe,Anaerobe,,thermophilic,45.0,optimum,Asia,,Anaerobe,Bacteria,FCB group
5271,mro,Melioribacter roseus,24801.0,1191523,,Anaerobe,Anaerobe,,thermophilic,53.5,optimum,Asia,,Anaerobe,Bacteria,FCB group
5272,cprv,Candidatus Cyclonatronum proteinivorum,,1457365,,,,,,,,,,,Bacteria,FCB group
5273,caci,Candidatus Cloacimonas acidaminovorans,,459349,,,,,,,,,,,Bacteria,FCB group
5274,aae,Aquifex aeolicus,,224324,Facultative,Facultative,Facultative,Marine,,,,,Environment,Facultative,Bacteria,Aquificae
5275,hya,Hydrogenobaculum sp. Y04AAS1,,380749,Aerobe,Aerobe,Aerobe,Fresh water,,,,,Environment,Aerobe,Bacteria,Aquificae
5276,hho,Hydrogenobaculum sp. HO,,547144,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Aquificae
5277,hys,Hydrogenobaculum sp. SN,,547146,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Aquificae
5278,hth,Hydrogenobacter thermophilus,512.0,608538,Aerobe,Aerobe,Aerobe,Other,thermophilic,72.5,optimum,Asia,Mixed,Aerobe,Bacteria,Aquificae
5279,hte,Hydrogenobacter thermophilus,512.0,608538,Aerobe,Aerobe,Aerobe,Other,thermophilic,72.5,optimum,Asia,Mixed,Aerobe,Bacteria,Aquificae
5280,tal,Thermocrinis albus,524.0,638303,Microaerophilic,Microaerophilic,Microaerophilic,Fresh water,hyperthermophilic,80.0,growth,Europe,Environment,,Bacteria,Aquificae
5281,trd,Thermocrinis ruber,,932678,,,,,,,,,,,Bacteria,Aquificae
5282,sul,Sulfurihydrogenibium sp. YO3AOP1,,436114,Facultative,Facultative,Facultative,Soil,,,,,Environment,Facultative,Bacteria,Aquificae
5283,saf,Sulfurihydrogenibium azorense,519.0,204536,Facultative,Facultative,Facultative,Soil,thermophilic,68.0,optimum,Europe,Environment,Facultative,Bacteria,Aquificae
5284,pmx,Persephonella marina,515.0,123214,Microaerophilic,Microaerophilic,Microaerophilic,Marine,thermophilic,73.0,optimum,,Environment,,Bacteria,Aquificae
5285,ttk,Thermosulfidibacter takaii,18094.0,1298851,,,,,thermophilic,70.0,optimum,Asia,,,Bacteria,Aquificae
5286,tam,Thermovibrio ammonificans,17646.0,648996,Anaerobe,Anaerobe,Anaerobe,Fresh water-Marine,thermophilic,75.0,optimum,,Environment,Anaerobe,Bacteria,Aquificae
5287,dte,Desulfurobacterium thermolithotrophum,17641.0,868864,Anaerobe,Anaerobe,Anaerobe,Marine,thermophilic,70.0,growth,,Environment,Anaerobe,Bacteria,Aquificae
5288,tma,Thermotoga maritima MSB8,17060.0,243274,Anaerobe,Anaerobe,Anaerobe,Marine,hyperthermophilic,80.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5289,tmm,Thermotoga maritima MSB8,17060.0,243274,Anaerobe,Anaerobe,Anaerobe,Marine,hyperthermophilic,80.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5290,tmi,Thermotoga maritima MSB8,17060.0,243274,Anaerobe,Anaerobe,Anaerobe,Marine,hyperthermophilic,80.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5291,tmw,Thermotoga maritima MSB8,17060.0,243274,Anaerobe,Anaerobe,Anaerobe,Marine,hyperthermophilic,80.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5292,tmq,Thermotoga maritima Tma100,17060.0,2336,,,,,hyperthermophilic,80.0,growth,Europe,,,Bacteria,Thermotogae
5293,tmx,Thermotoga maritima Tma200,17060.0,2336,,,,,hyperthermophilic,80.0,growth,Europe,,,Bacteria,Thermotogae
5294,tpt,Thermotoga petrophila,17068.0,390874,Anaerobe,Anaerobe,Anaerobe,Fresh water,hyperthermophilic,80.0,optimum,Asia,Environment,Anaerobe,Bacteria,Thermotogae
5295,trq,Thermotoga sp. RQ2,,126740,Anaerobe,Anaerobe,Anaerobe,Fresh water,,,,,Environment,Anaerobe,Bacteria,Thermotogae
5296,tna,Thermotoga neapolitana,17061.0,309803,Anaerobe,Anaerobe,Anaerobe,Fresh water,hyperthermophilic,85.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5297,tnp,Thermotoga naphthophila,17069.0,590168,Anaerobe,Anaerobe,Anaerobe,Fresh water,hyperthermophilic,80.0,growth,Asia,Environment,Anaerobe,Bacteria,Thermotogae
5298,thq,Thermotoga sp. 2812B,,1157948,,,,,,,,,,,Bacteria,Thermotogae
5299,thz,Thermotoga sp. Cell2,,1157947,,,,,,,,,,,Bacteria,Thermotogae
5300,thr,Thermotoga sp. RQ7,,126738,,Obligate anaerobe,Obligate anaerobe,,,,,,,,Bacteria,Thermotogae
5301,tle,Pseudothermotoga lettingae,17070.0,416591,Anaerobe,Anaerobe,Anaerobe,Fresh water,thermophilic,65.0,growth,Europe,Environment,Anaerobe,Bacteria,Thermotogae
5302,tta,Pseudothermotoga thermarum,17063.0,688269,,Anaerobe,Anaerobe,,hyperthermophilic,80.0,growth,Africa,,Anaerobe,Bacteria,Thermotogae
